,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
13,"2009-10-02 - Panthers 4, Blackhawks 3",Florida Panthers,Limited ReportFull Report,49.73333333333299,40.43,71.62,36.08,25.33,52.44,32.57,16.13,40.54,28.47,2.02,2.83,41.68,1.44,3.41,29.75,23.85,32.88,42.04,9.59,21.0,31.34,5.27,18.29,22.37,0.0,2.82,0.00,0.00,84.56,14.19,11.76,54.68,5.04,2.91,63.37,2.12,0.0,100.00,41.99,100.00,15.0,34.16,30.51,5.99,19.28,23.71,0.0,0.0,-,0.00,100.00,12.54,93.02,1.056,12056
14,"2009-10-02 - Blues 4, Red Wings 3",Detroit Red Wings,Limited ReportFull Report,44.3,43.33,37.76,53.43,31.98,26.37,54.81,23.61,17.71,57.15,0.92,3.12,22.82,2.36,1.86,55.95,22.14,25.44,46.54,12.3,10.79,53.28,11.54,8.48,57.62,0.92,3.13,22.69,7.96,63.14,9.75,14.7,39.87,3.92,6.2,38.74,0.0,0.0,-,0.00,100.00,19.7,9.33,67.85,6.79,2.12,76.24,0.0,0.0,-,0.00,100.00,3.91,82.35,0.863,13850
15,"2009-10-02 - Blues 4, Red Wings 3",St Louis Blues,Limited ReportFull Report,44.3,37.76,43.33,46.57,26.37,31.98,45.19,17.71,23.61,42.85,3.12,0.92,77.18,1.86,2.36,44.05,25.44,22.14,53.46,10.79,12.3,46.72,8.48,11.54,42.38,3.13,0.92,77.31,36.86,92.04,14.7,9.75,60.13,6.2,3.92,61.26,0.0,0.0,-,0.00,100.00,9.33,19.7,32.15,2.12,6.79,23.76,0.0,0.0,-,0.00,100.00,17.65,96.09,1.137,13850
16,"2009-10-03 - Canucks 0, Avalanche 3",Colorado Avalanche,Limited ReportFull Report,42.333333333333,30.34,43.63,41.02,25.79,32.59,44.17,20.68,24.89,45.38,0.94,0.0,100.00,1.44,1.94,42.67,17.19,19.67,46.65,8.87,10.02,46.96,8.99,7.94,53.09,0.94,0.0,100.00,10.47,100.00,8.34,9.59,46.51,5.09,6.95,42.26,0.0,0.0,-,0.00,100.00,12.6,18.82,40.1,6.37,8.2,43.71,0.0,0.0,-,0.00,100.00,4.56,100.0,1.046,13416
17,"2009-10-03 - Canucks 0, Avalanche 3",Vancouver Canucks,Limited ReportFull Report,42.333333333333,43.63,30.34,58.98,32.59,25.79,55.83,24.89,20.68,54.62,0.0,0.94,0.00,1.94,1.44,57.33,19.67,17.19,53.35,10.02,8.87,53.04,7.94,8.99,46.91,0.0,0.94,0.00,0.00,89.53,9.59,8.34,53.49,6.95,5.09,57.74,0.0,0.0,-,0.00,100.00,18.82,12.6,59.9,8.2,6.37,56.29,0.0,0.0,-,0.00,100.00,0.0,95.44,0.9540000000000001,13416
18,"2009-10-03 - Hurricanes 2, Bruins 7",Boston Bruins,Limited ReportFull Report,31.666666666667,37.3,19.79,65.33,31.13,16.23,65.73,24.6,8.58,74.14,2.98,1.0,74.78,1.49,0.63,70.05,18.94,6.84,73.46,9.15,4.06,69.24,8.22,3.06,72.89,1.94,0.0,100.00,23.61,100.00,9.94,2.77,78.21,6.36,2.88,68.84,1.0,1.0,50.12,15.75,65.38,17.59,13.08,57.35,9.9,2.7,78.58,0.0,0.0,-,0.00,100.00,12.1,88.29,1.004,16592
19,"2009-10-03 - Hurricanes 2, Bruins 7",Carolina Hurricanes,Limited ReportFull Report,31.666666666667,19.79,37.3,34.67,16.23,31.13,34.27,8.58,24.6,25.86,1.0,2.98,25.22,0.63,1.49,29.95,6.84,18.94,26.54,4.06,9.15,30.76,3.06,8.22,27.11,0.0,1.94,0.00,0.00,76.39,2.77,9.94,21.79,2.88,6.36,31.16,1.0,1.0,49.88,34.62,84.25,13.08,17.59,42.65,2.7,9.9,21.42,0.0,0.0,-,0.00,100.00,11.71,87.9,0.996,16592
20,"2009-10-03 - Canadiens 2, Sabres 1",Buffalo Sabres,Limited ReportFull Report,38.266666666667,36.56,21.64,62.81,30.18,12.81,70.19,25.18,6.88,78.54,0.0,0.0,-,1.27,0.66,65.66,18.77,14.2,56.93,3.86,4.07,48.68,2.96,1.98,59.92,0.0,0.0,-,0.00,100.00,15.12,10.0,60.2,9.87,2.01,83.11,0.0,0.0,-,0.00,100.00,14.2,3.92,78.37,9.24,1.94,82.67,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,18690
21,"2009-10-03 - Canadiens 2, Sabres 1",Montreal Canadiens,Limited ReportFull Report,38.266666666667,21.64,36.56,37.19,12.81,30.18,29.81,6.88,25.18,21.46,0.0,0.0,-,0.66,1.27,34.34,14.2,18.77,43.07,4.07,3.86,51.32,1.98,2.96,40.08,0.0,0.0,-,0.00,100.00,10.0,15.12,39.8,2.01,9.87,16.89,0.0,0.0,-,0.00,100.00,3.92,14.2,21.63,1.94,9.24,17.33,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,18690
22,"2009-10-03 - Flyers 5, Devils 2",New Jersey Devils,Limited ReportFull Report,46.616666666667,22.91,39.56,36.67,19.56,30.07,39.4,15.05,25.38,37.21,0.0,5.35,0.00,0.72,1.59,31.21,7.15,16.92,29.72,1.76,9.09,16.20,0.82,9.09,8.23,0.0,2.16,0.00,0.00,76.21,5.35,8.0,40.07,2.69,4.34,38.25,0.0,0.0,-,0.00,100.00,14.87,20.23,42.36,11.48,12.09,48.7,0.0,3.28,0.00,0.00,72.86,0.0,78.93,0.789,17625
23,"2009-10-03 - Flyers 5, Devils 2",Philadelphia Flyers,Limited ReportFull Report,46.616666666667,39.56,22.91,63.33,30.07,19.56,60.6,25.38,15.05,62.79,5.35,0.0,100.00,1.59,0.72,68.79,16.92,7.15,70.28,9.09,1.76,83.80,9.09,0.82,91.77,2.16,0.0,100.00,23.79,100.00,8.0,5.35,59.93,4.34,2.69,61.75,0.0,0.0,-,0.00,100.00,20.23,14.87,57.64,12.09,11.48,51.3,3.28,0.0,100.00,27.14,100.00,21.07,100.0,1.2109999999999999,17625
24,"2009-10-03 - Penguins 4, Islanders 3",New York Islanders,Limited ReportFull Report,45.1,45.46,60.81,42.78,32.68,40.77,44.49,21.82,27.72,44.05,0.94,3.08,23.45,2.73,2.57,51.58,24.15,38.62,38.48,12.36,14.54,45.95,8.71,8.24,51.36,0.0,2.07,0.00,0.00,74.91,11.82,23.84,33.14,5.88,13.14,30.91,0.95,0.0,100.00,16.12,100.00,13.05,13.53,49.09,6.1,4.8,55.98,0.0,0.0,-,0.00,100.00,4.32,88.89,0.932,16234
25,"2009-10-03 - Penguins 4, Islanders 3",Pittsburgh Penguins,Limited ReportFull Report,45.1,60.81,45.46,57.22,40.77,32.68,55.51,27.72,21.82,55.95,3.08,0.94,76.55,2.57,2.73,48.42,38.62,24.15,61.52,14.54,12.36,54.05,8.24,8.71,48.64,2.07,0.0,100.00,25.09,100.00,23.84,11.82,66.86,13.14,5.88,69.09,0.0,0.95,0.00,0.00,83.88,13.53,13.05,50.91,4.8,6.1,44.02,0.0,0.0,-,0.00,100.00,11.11,95.68,1.068,16234
26,"2009-10-03 - Senators 2, Rangers 5",New York Rangers,Limited ReportFull Report,42.233333333333,37.61,48.55,43.65,27.99,36.41,43.46,18.63,26.4,41.37,3.91,2.02,65.93,1.83,2.73,40.13,23.05,36.2,38.91,9.83,18.48,34.72,6.02,13.15,31.40,1.91,2.06,48.08,31.67,84.35,13.33,17.61,43.08,3.97,8.98,30.63,0.0,0.0,-,0.00,100.00,13.81,13.52,50.52,8.68,4.72,64.8,2.12,0.0,100.00,24.45,100.00,20.97,92.35,1.133,18200
27,"2009-10-03 - Senators 2, Rangers 5",Ottawa Senators,Limited ReportFull Report,42.233333333333,48.55,37.61,56.35,36.41,27.99,56.54,26.4,18.63,58.63,2.02,3.91,34.07,2.73,1.83,59.87,36.2,23.05,61.09,18.48,9.83,65.28,13.15,6.02,68.60,2.06,1.91,51.92,15.65,68.33,17.61,13.33,56.92,8.98,3.97,69.37,0.0,0.0,-,0.00,100.00,13.52,13.81,49.48,4.72,8.68,35.2,0.0,2.12,0.00,0.00,75.55,7.65,79.03,0.867,18200
28,"2009-10-03 - Maple Leafs 4, Capitals 6",Toronto Maple Leafs,Limited ReportFull Report,46.466666666667,42.79,47.43,47.43,33.03,32.45,50.44,25.77,22.62,53.26,4.02,4.91,45.02,1.86,2.0,48.30,22.78,26.12,46.58,7.75,12.26,38.73,5.71,8.28,40.80,2.04,3.88,34.49,35.83,53.10,14.69,14.02,51.16,8.74,6.28,58.22,2.0,0.95,67.79,22.82,84.89,20.98,17.95,53.88,11.15,6.81,62.07,0.0,0.0,-,0.00,100.00,15.59,78.31,0.9390000000000001,18277
29,"2009-10-03 - Maple Leafs 4, Capitals 6",Washington Capitals,Limited ReportFull Report,46.466666666667,47.43,42.79,52.57,32.45,33.03,49.56,22.62,25.77,46.74,4.91,4.02,54.98,2.0,1.86,51.70,26.12,22.78,53.42,12.26,7.75,61.27,8.28,5.71,59.20,3.88,2.04,65.51,46.90,64.17,14.02,14.69,48.84,6.28,8.74,41.78,0.95,2.0,32.21,15.11,77.18,17.95,20.98,46.12,6.81,11.15,37.93,0.0,0.0,-,0.00,100.00,21.69,84.41,1.061,18277
30,"2009-10-03 - Lightning 3, Thrashers 6",Atlanta Thrashers,Limited ReportFull Report,45.333333333332995,37.03,44.45,45.45,31.05,34.1,47.66,21.19,27.35,43.65,4.9,2.02,70.82,2.53,2.29,52.55,26.83,20.52,56.66,12.16,12.83,48.67,8.14,9.66,45.73,1.94,0.0,100.00,23.86,100.00,14.79,7.85,65.32,9.16,3.03,75.12,2.87,0.0,100.00,31.28,100.00,5.67,23.67,19.32,3.47,13.52,20.43,0.0,1.87,0.00,0.00,86.16,23.12,92.62,1.157,18545
31,"2009-10-03 - Lightning 3, Thrashers 6",Tampa Bay Lightning,Limited ReportFull Report,45.333333333332995,44.45,37.03,54.55,34.1,31.05,52.34,27.35,21.19,56.35,2.02,4.9,29.18,2.29,2.53,47.45,20.52,26.83,43.34,12.83,12.16,51.33,9.66,8.14,54.27,0.0,1.94,0.00,0.00,76.14,7.85,14.79,34.68,3.03,9.16,24.88,0.0,2.87,0.00,0.00,68.72,23.67,5.67,80.68,13.52,3.47,79.57,1.87,0.0,100.00,13.84,100.00,7.38,76.88,0.843,18545
32,"2009-10-03 - Blackhawks 4, Panthers 0",Chicago Blackhawks,Limited ReportFull Report,48.166666666667005,48.12,37.56,56.17,37.31,29.59,55.77,25.92,17.44,59.78,1.08,0.0,100.00,1.98,2.03,49.29,25.93,16.63,60.93,11.27,10.41,51.98,10.15,8.65,53.98,1.08,0.0,100.00,10.66,100.00,14.95,5.97,71.45,5.55,1.81,75.44,0.0,0.0,-,0.00,100.00,21.85,18.64,53.97,10.39,6.62,61.06,0.0,0.0,-,0.00,100.00,4.15,100.0,1.042,11526
33,"2009-10-03 - Blackhawks 4, Panthers 0",Florida Panthers,Limited ReportFull Report,48.166666666667005,37.56,48.12,43.83,29.59,37.31,44.23,17.44,25.92,40.22,0.0,1.08,0.00,2.03,1.98,50.71,16.63,25.93,39.07,10.41,11.27,48.02,8.65,10.15,46.02,0.0,1.08,0.00,0.00,89.34,5.97,14.95,28.55,1.81,5.55,24.56,0.0,0.0,-,0.00,100.00,18.64,21.85,46.03,6.62,10.39,38.94,0.0,0.0,-,0.00,100.00,0.0,95.85,0.958,11526
34,"2009-10-03 - Wild 1, Blue Jackets 2",Columbus Blue Jackets,Limited ReportFull Report,47.55,45.86,34.25,57.25,35.65,28.43,55.64,27.91,23.33,54.47,0.94,0.0,100.00,1.29,1.76,42.24,13.48,17.61,43.36,4.74,11.59,29.01,4.79,9.42,33.71,0.0,0.0,-,0.00,100.00,8.81,6.09,59.12,4.91,4.09,54.55,0.95,0.0,100.00,19.31,100.00,26.36,14.91,63.86,17.49,9.87,63.93,0.0,0.0,-,0.00,100.00,3.38,100.0,1.034,18159
35,"2009-10-03 - Wild 1, Blue Jackets 2",Minnesota Wild,Limited ReportFull Report,47.55,34.25,45.86,42.75,28.43,35.65,44.36,23.33,27.91,45.53,0.0,0.94,0.00,1.76,1.29,57.76,17.61,13.48,56.64,11.59,4.74,70.99,9.42,4.79,66.29,0.0,0.0,-,0.00,100.00,6.09,8.81,40.88,4.09,4.91,45.45,0.0,0.95,0.00,0.00,80.69,14.91,26.36,36.14,9.87,17.49,36.07,0.0,0.0,-,0.00,100.00,0.0,96.62,0.966,18159
36,"2009-10-03 - Predators 3, Stars 2",Dallas Stars,Limited ReportFull Report,47.066666666667004,49.46,34.85,58.67,40.14,23.78,62.8,23.92,18.34,56.6,0.95,1.08,46.92,1.95,1.44,57.47,18.05,13.19,57.78,8.85,6.61,57.24,5.34,4.47,54.43,0.93,1.08,46.20,17.39,75.80,9.03,6.74,57.26,7.53,2.14,77.85,0.0,0.0,-,0.00,100.00,25.22,16.12,61.01,11.0,10.76,50.54,0.0,0.0,-,0.00,100.00,3.98,94.13,0.981,18532
37,"2009-10-03 - Predators 3, Stars 2",Nashville Predators,Limited ReportFull Report,47.066666666667004,34.85,49.46,41.33,23.78,40.14,37.2,18.34,23.92,43.4,1.08,0.95,53.08,1.44,1.95,42.53,13.19,18.05,42.22,6.61,8.85,42.76,4.47,5.34,45.57,1.08,0.93,53.80,24.20,82.61,6.74,9.03,42.74,2.14,7.53,22.15,0.0,0.0,-,0.00,100.00,16.12,25.22,38.99,10.76,11.0,49.46,0.0,0.0,-,0.00,100.00,5.87,96.02,1.0190000000000001,18532
38,"2009-10-03 - Red Wings 3, Blues 5",Detroit Red Wings,Limited ReportFull Report,44.01666666666701,37.53,33.1,53.14,28.23,26.34,51.74,19.72,18.62,51.44,2.13,1.87,53.32,1.76,1.26,58.35,19.96,16.24,55.13,7.68,4.4,63.57,6.52,4.41,59.63,2.14,0.92,69.99,32.83,79.21,12.25,11.99,50.54,8.22,8.94,47.92,0.0,0.95,0.00,0.00,89.39,16.65,14.89,52.79,5.2,5.03,50.82,0.0,0.0,-,0.00,100.00,10.81,89.97,1.008,13850
39,"2009-10-03 - Red Wings 3, Blues 5",St Louis Blues,Limited ReportFull Report,44.01666666666701,33.1,37.53,46.86,26.34,28.23,48.26,18.62,19.72,48.56,1.87,2.13,46.68,1.26,1.76,41.65,16.24,19.96,44.87,4.4,7.68,36.43,4.41,6.52,40.37,0.92,2.14,30.01,20.79,67.17,11.99,12.25,49.46,8.94,8.22,52.08,0.95,0.0,100.00,10.61,100.00,14.89,16.65,47.21,5.03,5.2,49.18,0.0,0.0,-,0.00,100.00,10.03,89.19,0.992,13850
40,"2009-10-03 - Flames 4, Oilers 3",Calgary Flames,Limited ReportFull Report,47.616666666667,44.61,37.75,54.17,32.37,27.36,54.19,18.06,21.13,46.08,2.11,2.8,43.02,0.0,0.0,-,3.32,0.89,78.74,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,3.35,0.88,79.19,2.14,0.93,69.77,0.0,0.96,0.00,0.00,-3.47,29.16,26.28,52.6,15.82,20.1,44.05,2.11,1.77,54.31,13.32,91.18,11.7,86.76,0.985,16839
41,"2009-10-03 - Flames 4, Oilers 3",Edmonton Oilers,Limited ReportFull Report,47.616666666667,37.75,44.61,45.83,27.36,32.37,45.81,21.13,18.06,53.92,2.8,2.11,56.98,0.0,0.0,-,0.89,3.32,21.26,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,0.88,3.35,20.81,0.93,2.14,30.23,0.96,0.0,100.00,103.47,100.00,26.28,29.16,47.4,20.1,15.82,55.95,1.77,2.11,45.69,8.82,86.68,13.24,88.3,1.015,16839
42,"2009-10-03 - Sharks 4, Ducks 1",Anaheim Ducks,Limited ReportFull Report,37.483333333333,23.37,44.89,34.24,19.52,39.77,32.93,11.77,31.66,27.11,0.0,2.11,0.00,0.0,0.0,-,0.84,5.7,12.79,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,0.83,5.73,12.62,0.88,5.51,13.77,0.0,0.0,-,0.00,100.00,17.29,34.74,33.22,9.76,26.42,26.97,0.0,2.17,0.00,0.00,91.79,0.0,93.35,0.9329999999999999,17281
43,"2009-10-03 - Sharks 4, Ducks 1",San Jose Sharks,Limited ReportFull Report,37.483333333333,44.89,23.37,65.76,39.77,19.52,67.07,31.66,11.77,72.89,2.11,0.0,100.00,0.0,0.0,-,5.7,0.84,87.21,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,5.73,0.83,87.38,5.51,0.88,86.23,0.0,0.0,-,0.00,100.00,34.74,17.29,66.78,26.42,9.76,73.03,2.17,0.0,100.00,8.21,100.00,6.65,100.0,1.067,17281
44,"2009-10-03 - Coyotes 6, Kings 3",Los Angeles Kings,Limited ReportFull Report,48.5,33.23,48.48,40.67,30.43,36.31,45.59,20.15,26.18,43.49,0.0,5.31,0.00,0.0,0.0,-,1.71,2.21,43.59,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,1.67,2.24,42.81,1.78,1.07,62.46,0.0,0.0,-,0.00,100.00,26.49,34.85,43.19,16.38,25.65,38.97,0.0,5.58,0.00,0.00,78.26,0.0,79.74,0.797,18118
45,"2009-10-03 - Coyotes 6, Kings 3",Phoenix Coyotes,Limited ReportFull Report,48.5,48.48,33.23,59.33,36.31,30.43,54.41,26.18,20.15,56.51,5.31,0.0,100.00,0.0,0.0,-,2.21,1.71,56.41,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,2.24,1.67,57.19,1.07,1.78,37.54,0.0,0.0,-,0.00,100.00,34.85,26.49,56.81,25.65,16.38,61.03,5.58,0.0,100.00,21.74,100.00,20.26,100.0,1.203,18118
46,"2009-10-05 - Rangers 3, Devils 2",New Jersey Devils,Limited ReportFull Report,35.933333333333,28.18,30.3,48.18,21.99,28.2,43.82,16.45,19.86,45.31,0.94,1.06,47.18,0.54,1.05,34.14,7.39,10.71,40.81,1.77,4.36,28.80,0.89,3.28,21.27,0.0,0.0,-,0.00,100.00,5.63,6.4,46.78,2.87,5.25,35.37,0.95,0.0,100.00,33.02,100.00,19.12,17.39,52.36,12.02,10.13,54.26,0.0,1.05,0.00,0.00,89.60,5.74,94.68,1.004,17625
47,"2009-10-05 - Rangers 3, Devils 2",New York Rangers,Limited ReportFull Report,35.933333333333,30.3,28.18,51.82,28.2,21.99,56.18,19.86,16.45,54.69,1.06,0.94,52.82,1.05,0.54,65.86,10.71,7.39,59.19,4.36,1.77,71.20,3.28,0.89,78.73,0.0,0.0,-,0.00,100.00,6.4,5.63,53.22,5.25,2.87,64.63,0.0,0.95,0.00,0.00,66.98,17.39,19.12,47.64,10.13,12.02,45.74,1.05,0.0,100.00,10.40,100.00,5.32,94.26,0.996,17625
48,"2009-10-05 - Blue Jackets 5, Canucks 3",Columbus Blue Jackets,Limited ReportFull Report,46.416666666667005,30.56,52.11,36.97,24.98,37.73,39.84,19.4,28.2,40.76,4.19,2.81,59.86,1.1,1.76,38.57,16.22,21.38,43.14,6.45,7.18,47.32,6.4,3.65,63.70,1.01,0.94,51.76,15.79,74.18,9.92,13.88,41.68,5.37,5.56,49.11,2.02,0.0,100.00,37.72,100.00,13.21,27.38,32.55,6.67,16.87,28.33,1.11,1.77,38.62,16.65,89.54,21.61,90.03,1.1159999999999999,18810
49,"2009-10-05 - Blue Jackets 5, Canucks 3",Vancouver Canucks,Limited ReportFull Report,46.416666666667005,52.11,30.56,63.03,37.73,24.98,60.16,28.2,19.4,59.24,2.81,4.19,40.14,1.76,1.1,61.43,21.38,16.22,56.86,7.18,6.45,52.68,3.65,6.4,36.30,0.94,1.01,48.24,25.82,84.21,13.88,9.92,58.32,5.56,5.37,50.89,0.0,2.02,0.00,0.00,62.28,27.38,13.21,67.45,16.87,6.67,71.67,1.77,1.11,61.38,10.46,83.35,9.97,78.39,0.884,18810
