,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
16,"2008-10-10 - Islanders 1, Devils 2",New Jersey Devils,Limited ReportFull Report,39.333333333333,48.74,23.55,67.43,35.15,17.71,66.5,25.11,13.76,64.6,0.94,0.0,100.00,1.58,0.96,62.28,23.63,15.25,60.78,7.73,4.14,65.14,6.81,2.05,76.90,0.94,0.0,100.00,13.82,100.00,16.09,10.97,59.45,6.93,5.07,57.76,0.0,0.0,-,0.00,100.00,22.73,8.68,72.36,10.41,6.55,61.36,0.0,0.0,-,0.00,100.00,3.76,100.0,1.038,16834
17,"2008-10-10 - Islanders 1, Devils 2",New York Islanders,Limited ReportFull Report,39.333333333333,23.55,48.74,32.57,17.71,35.15,33.5,13.76,25.11,35.4,0.0,0.94,0.00,0.96,1.58,37.72,15.25,23.63,39.22,4.14,7.73,34.86,2.05,6.81,23.10,0.0,0.94,0.00,0.00,86.18,10.97,16.09,40.55,5.07,6.93,42.24,0.0,0.0,-,0.00,100.00,8.68,22.73,27.64,6.55,10.41,38.64,0.0,0.0,-,0.00,100.00,0.0,96.24,0.9620000000000001,16834
18,"2008-10-10 - Blackhawks 2, Rangers 4",Chicago Blackhawks,Limited ReportFull Report,47.583333333332995,42.67,40.82,51.11,36.51,30.62,54.39,25.1,22.43,52.81,2.03,3.86,34.39,3.1,2.26,57.89,35.78,23.73,60.13,17.12,8.8,66.04,11.0,5.88,65.15,1.01,2.87,26.01,9.19,51.15,18.37,15.11,54.87,12.94,9.9,56.67,1.02,0.94,52.07,7.90,90.48,8.34,13.26,38.62,1.79,5.38,24.96,0.0,0.0,-,0.00,100.00,8.07,82.77,0.9079999999999999,18200
19,"2008-10-10 - Blackhawks 2, Rangers 4",New York Rangers,Limited ReportFull Report,47.583333333332995,40.82,42.67,48.89,30.62,36.51,45.61,22.43,25.1,47.19,3.86,2.03,65.61,2.26,3.1,42.11,23.73,35.78,39.87,8.8,17.12,33.96,5.88,11.0,34.85,2.87,1.01,73.99,48.85,90.81,15.11,18.37,45.13,9.9,12.94,43.33,0.94,1.02,47.93,9.52,92.10,13.26,8.34,61.38,5.38,1.79,75.04,0.0,0.0,-,0.00,100.00,17.23,91.93,1.092,18200
20,"2008-10-10 - Panthers 4, Hurricanes 6",Carolina Hurricanes,Limited ReportFull Report,43.383333333333,44.23,52.88,45.55,30.91,37.35,45.29,19.26,24.33,44.18,2.86,2.07,58.00,2.2,2.52,46.55,27.14,23.69,53.39,14.19,13.69,50.89,5.87,11.58,33.62,1.91,2.07,47.98,32.52,82.14,13.01,9.95,56.66,5.93,5.01,54.21,0.95,0.0,100.00,15.98,100.00,15.58,25.63,37.80,7.41,7.98,48.16,0.0,0.0,-,0.00,100.00,14.83,91.5,1.063,18680
21,"2008-10-10 - Panthers 4, Hurricanes 6",Florida Panthers,Limited ReportFull Report,43.383333333333,52.88,44.23,54.45,37.35,30.91,54.71,24.33,19.26,55.82,2.07,2.86,42.00,2.52,2.2,53.45,23.69,27.14,46.61,13.69,14.19,49.11,11.58,5.87,66.38,2.07,1.91,52.02,17.86,67.48,9.95,13.01,43.34,5.01,5.93,45.79,0.0,0.95,0.00,0.00,84.02,25.63,15.58,62.20,7.98,7.41,51.84,0.0,0.0,-,0.00,100.00,8.5,85.17,0.937,18680
22,"2008-10-10 - Canadiens 1, Sabres 2",Buffalo Sabres,Limited ReportFull Report,45.95,44.27,44.39,49.93,31.68,35.16,47.4,25.01,21.65,53.6,0.92,1.06,46.65,1.26,1.44,46.74,20.76,22.07,48.47,4.52,4.31,51.16,4.55,3.22,58.56,0.92,0.0,100.00,20.17,100.00,16.42,17.58,48.28,8.74,8.23,51.51,0.0,1.05,0.00,0.00,87.22,20.41,17.41,53.97,11.75,10.14,53.67,0.0,0.0,-,0.00,100.00,3.69,95.12,0.988,18690
23,"2008-10-10 - Canadiens 1, Sabres 2",Montreal Canadiens,Limited ReportFull Report,45.95,44.39,44.27,50.07,35.16,31.68,52.6,21.65,25.01,46.4,1.06,0.92,53.35,1.44,1.26,53.26,22.07,20.76,51.53,4.31,4.52,48.84,3.22,4.55,41.44,0.0,0.92,0.00,0.00,79.83,17.58,16.42,51.72,8.23,8.74,48.49,1.05,0.0,100.00,12.78,100.00,17.41,20.41,46.03,10.14,11.75,46.33,0.0,0.0,-,0.00,100.00,4.88,96.31,1.012,18690
24,"2008-10-10 - Capitals 4, Thrashers 7",Atlanta Thrashers,Limited ReportFull Report,38.116666666667,26.91,32.96,44.94,20.34,26.25,43.66,20.37,23.24,46.71,3.91,1.0,79.55,1.75,1.73,50.30,18.13,12.93,58.36,7.9,9.12,46.40,7.99,9.0,47.04,2.94,0.0,100.00,36.82,100.00,10.42,3.89,72.83,7.02,3.97,63.86,0.95,0.0,100.00,13.51,100.00,7.1,15.54,31.36,5.02,10.22,32.94,0.0,0.94,0.00,0.00,90.82,19.17,95.68,1.149,18545
25,"2008-10-10 - Capitals 4, Thrashers 7",Washington Capitals,Limited ReportFull Report,38.116666666667,32.96,26.91,55.06,26.25,20.34,56.34,23.24,20.37,53.29,1.0,3.91,20.45,1.73,1.75,49.70,12.93,18.13,41.64,9.12,7.9,53.60,9.0,7.99,52.96,0.0,2.94,0.00,0.00,63.18,3.89,10.42,27.17,3.97,7.02,36.14,0.0,0.95,0.00,0.00,86.49,15.54,7.1,68.64,10.22,5.02,67.06,0.94,0.0,100.00,9.18,100.00,4.32,80.83,0.851,18545
26,"2008-10-10 - Predators 2, Blues 5",Nashville Predators,Limited ReportFull Report,45.25,36.4,32.63,52.73,31.29,27.05,53.64,20.94,15.38,57.66,2.07,0.94,68.70,1.51,1.36,52.57,19.74,20.3,49.30,5.14,5.74,47.23,3.14,1.83,63.16,2.09,0.0,100.00,66.65,100.00,14.28,14.89,48.97,6.97,9.23,43.02,0.0,0.95,0.00,0.00,89.73,15.48,7.45,67.50,9.5,4.09,69.92,0.0,0.0,-,0.00,100.00,9.89,93.87,1.038,19150
27,"2008-10-10 - Predators 2, Blues 5",St Louis Blues,Limited ReportFull Report,45.25,32.63,36.4,47.27,27.05,31.29,46.36,15.38,20.94,42.34,0.94,2.07,31.30,1.36,1.51,47.43,20.3,19.74,50.70,5.74,5.14,52.77,1.83,3.14,36.84,0.0,2.09,0.00,0.00,33.35,14.89,14.28,51.03,9.23,6.97,56.98,0.95,0.0,100.00,10.27,100.00,7.45,15.48,32.50,4.09,9.5,30.08,0.0,0.0,-,0.00,100.00,6.13,90.11,0.9620000000000001,19150
28,"2008-10-10 - Blue Jackets 5, Stars 4",Columbus Blue Jackets,Limited ReportFull Report,40.083333333333,28.12,31.28,47.33,21.84,20.06,52.13,17.48,13.35,56.7,4.2,2.82,59.84,1.73,0.9,65.84,18.91,7.74,70.95,7.55,3.74,66.90,7.49,1.81,80.51,3.15,1.87,62.75,42.05,-3.11,11.32,4.04,73.72,7.15,1.99,78.19,1.05,0.0,100.00,14.72,100.00,6.23,20.6,23.21,3.04,9.45,24.34,0.0,0.89,0.00,0.00,90.59,24.03,78.88,1.0290000000000001,18532
29,"2008-10-10 - Blue Jackets 5, Stars 4",Dallas Stars,Limited ReportFull Report,40.083333333333,31.28,28.12,52.67,20.06,21.84,47.87,13.35,17.48,43.3,2.82,4.2,40.16,0.9,1.73,34.16,7.74,18.91,29.05,3.74,7.55,33.10,1.81,7.49,19.49,1.87,3.15,37.25,103.11,57.95,4.04,11.32,26.28,1.99,7.15,21.81,0.0,1.05,0.00,0.00,85.28,20.6,6.23,76.79,9.45,3.04,75.66,0.89,0.0,100.00,9.41,100.00,21.12,75.97,0.971,18532
30,"2008-10-11 - Canadiens 6, Maple Leafs 1",Montreal Canadiens,Limited ReportFull Report,34.0,42.53,32.81,56.45,27.78,28.03,49.77,21.17,16.71,55.89,3.22,0.0,100.00,1.19,1.22,49.31,21.14,15.75,57.30,3.47,5.98,36.74,3.48,3.39,50.67,1.08,0.0,100.00,31.06,100.00,17.74,9.62,64.83,8.64,4.54,65.56,1.05,0.0,100.00,12.17,100.00,21.26,17.2,55.29,9.06,8.68,51.06,1.12,0.0,100.00,12.34,100.00,15.19,100.0,1.1520000000000001,19370
31,"2008-10-11 - Canadiens 6, Maple Leafs 1",Toronto Maple Leafs,Limited ReportFull Report,34.0,32.81,42.53,43.55,28.03,27.78,50.23,16.71,21.17,44.11,0.0,3.22,0.00,1.22,1.19,50.69,15.75,21.14,42.70,5.98,3.47,63.26,3.39,3.48,49.33,0.0,1.08,0.00,0.00,68.94,9.62,17.74,35.17,4.54,8.64,34.44,0.0,1.05,0.00,0.00,87.83,17.2,21.26,44.71,8.68,9.06,48.94,0.0,1.12,0.00,0.00,87.66,0.0,84.81,0.848,19370
32,"2008-10-11 - Red Wings 3, Senators 2",Detroit Red Wings,Limited ReportFull Report,42.666666666667,50.34,22.69,68.93,42.41,18.73,69.37,33.17,13.86,70.53,3.08,0.0,100.00,1.73,0.75,69.89,24.84,8.72,74.01,8.4,3.86,68.49,5.21,2.9,64.22,0.0,0.0,-,0.00,100.00,16.32,4.89,76.96,8.15,3.91,67.58,1.06,0.0,100.00,12.98,100.00,25.82,8.78,74.62,19.55,3.94,83.21,1.99,0.0,100.00,10.19,100.00,9.28,100.0,1.093,20182
33,"2008-10-11 - Red Wings 3, Senators 2",Ottawa Senators,Limited ReportFull Report,42.666666666667,22.69,50.34,31.07,18.73,42.41,30.63,13.86,33.17,29.47,0.0,3.08,0.00,0.75,1.73,30.11,8.72,24.84,25.99,3.86,8.4,31.51,2.9,5.21,35.78,0.0,0.0,-,0.00,100.00,4.89,16.32,23.04,3.91,8.15,32.42,0.0,1.06,0.00,0.00,87.02,8.78,25.82,25.38,3.94,19.55,16.79,0.0,1.99,0.00,0.00,89.81,0.0,90.72,0.907,20182
34,"2008-10-11 - Blues 2, Islanders 5",New York Islanders,Limited ReportFull Report,47.0,52.4,38.65,57.55,41.87,24.72,62.88,28.77,18.36,61.05,1.93,1.0,65.77,2.64,1.6,62.33,25.84,18.96,57.67,14.18,8.78,61.77,10.24,7.7,57.10,0.94,1.02,47.94,9.19,86.72,11.73,9.97,54.05,10.25,3.76,73.18,0.98,0.0,100.00,9.53,100.00,20.09,13.42,59.94,7.97,6.9,53.61,0.0,0.0,-,0.00,100.00,6.71,94.53,1.012,16234
35,"2008-10-11 - Blues 2, Islanders 5",St Louis Blues,Limited ReportFull Report,47.0,38.65,52.4,42.45,24.72,41.87,37.12,18.36,28.77,38.95,1.0,1.93,34.23,1.6,2.64,37.67,18.96,25.84,42.33,8.78,14.18,38.23,7.7,10.24,42.90,1.02,0.94,52.06,13.28,90.81,9.97,11.73,45.95,3.76,10.25,26.82,0.0,0.98,0.00,0.00,90.47,13.42,20.09,40.06,6.9,7.97,46.39,0.0,0.0,-,0.00,100.00,5.47,93.29,0.988,16234
36,"2008-10-11 - Rangers 4, Flyers 3",New York Rangers,Limited ReportFull Report,35.983333333333,34.06,29.57,53.52,23.38,24.09,49.25,19.94,17.05,53.9,3.18,1.87,63.00,1.91,1.56,55.10,16.77,14.55,53.55,9.08,7.57,54.53,9.07,6.65,57.72,2.14,1.84,53.82,23.59,72.36,7.87,6.81,53.63,5.37,5.33,50.21,0.0,0.0,-,0.00,100.00,17.16,11.11,60.71,5.66,4.21,57.35,1.12,0.0,100.00,19.74,100.00,15.96,89.04,1.05,19623
37,"2008-10-11 - Rangers 4, Flyers 3",Philadelphia Flyers,Limited ReportFull Report,35.983333333333,29.57,34.06,46.48,24.09,23.38,50.75,17.05,19.94,46.1,1.87,3.18,37.00,1.56,1.91,44.90,14.55,16.77,46.45,7.57,9.08,45.47,6.65,9.07,42.28,1.84,2.14,46.18,27.64,76.41,6.81,7.87,46.37,5.33,5.37,49.79,0.0,0.0,-,0.00,100.00,11.11,17.16,39.29,4.21,5.66,42.65,0.0,1.12,0.00,0.00,80.26,10.96,84.04,0.95,19623
38,"2008-10-11 - Blackhawks 2, Capitals 4",Chicago Blackhawks,Limited ReportFull Report,42.683333333333,35.23,38.28,47.92,25.57,29.57,46.38,15.81,24.07,39.64,2.13,3.81,35.91,1.48,1.78,45.34,18.33,23.58,43.74,9.79,8.3,54.14,5.39,6.54,45.16,1.08,1.87,36.65,20.08,71.42,8.69,15.26,36.29,3.17,7.69,29.19,0.0,0.94,0.00,0.00,87.76,14.84,12.69,53.90,7.27,9.77,42.66,1.05,0.89,54.23,14.49,90.90,13.49,84.18,0.977,18277
39,"2008-10-11 - Blackhawks 2, Capitals 4",Washington Capitals,Limited ReportFull Report,42.683333333333,38.28,35.23,52.08,29.57,25.57,53.62,24.07,15.81,60.36,3.81,2.13,64.09,1.78,1.48,54.66,23.58,18.33,56.26,8.3,9.79,45.86,6.54,5.39,54.84,1.87,1.08,63.35,28.58,79.92,15.26,8.69,63.71,7.69,3.17,70.81,0.94,0.0,100.00,12.24,100.00,12.69,14.84,46.10,9.77,7.27,57.34,0.89,1.05,45.77,9.10,85.51,15.82,86.51,1.023,18277
40,"2008-10-11 - Thrashers 2, Panthers 3",Atlanta Thrashers,Limited ReportFull Report,40.75,27.83,33.35,45.48,25.0,29.24,46.09,21.92,24.49,47.24,1.01,1.87,35.13,1.15,1.22,48.55,14.31,16.17,46.94,4.07,4.62,46.85,4.03,2.84,58.66,1.01,0.94,51.76,25.08,66.83,10.11,11.62,46.53,6.09,8.72,41.13,0.0,0.96,0.00,0.00,88.99,11.75,13.93,45.76,9.69,12.11,44.45,0.0,0.0,-,0.00,100.00,4.61,92.37,0.97,18401
41,"2008-10-11 - Thrashers 2, Panthers 3",Florida Panthers,Limited ReportFull Report,40.75,33.35,27.83,54.52,29.24,25.0,53.91,24.49,21.92,52.76,1.87,1.01,64.87,1.22,1.15,51.45,16.17,14.31,53.06,4.62,4.07,53.15,2.84,4.03,41.34,0.94,1.01,48.24,33.17,74.92,11.62,10.11,53.47,8.72,6.09,58.87,0.96,0.0,100.00,11.01,100.00,13.93,11.75,54.24,12.11,9.69,55.55,0.0,0.0,-,0.00,100.00,7.63,95.39,1.03,18401
42,"2008-10-11 - Devils 2, Penguins 1",New Jersey Devils,Limited ReportFull Report,45.35,54.15,27.28,66.5,35.21,20.1,63.67,28.3,11.07,71.89,1.01,0.0,100.00,1.39,0.93,60.07,17.19,14.64,53.99,5.14,3.93,56.69,5.08,2.02,71.58,0.0,0.0,-,0.00,100.00,11.89,10.85,52.28,6.02,4.88,55.21,0.0,0.0,-,0.00,100.00,33.26,10.21,76.52,16.89,4.22,80.02,0.94,0.0,100.00,5.55,100.00,3.57,100.0,1.036,17132
43,"2008-10-11 - Devils 2, Penguins 1",Pittsburgh Penguins,Limited ReportFull Report,45.35,27.28,54.15,33.5,20.1,35.21,36.33,11.07,28.3,28.11,0.0,1.01,0.00,0.93,1.39,39.93,14.64,17.19,46.01,3.93,5.14,43.31,2.02,5.08,28.42,0.0,0.0,-,0.00,100.00,10.85,11.89,47.72,4.88,6.02,44.79,0.0,0.0,-,0.00,100.00,10.21,33.26,23.48,4.22,16.89,19.98,0.0,0.94,0.00,0.00,94.45,0.0,96.43,0.9640000000000001,17132
44,"2008-10-11 - Hurricanes 4, Lightning 3",Carolina Hurricanes,Limited ReportFull Report,36.133333333333,37.15,24.65,60.12,31.91,19.1,62.55,28.01,13.21,67.94,1.01,0.94,51.74,1.72,0.84,67.03,20.92,12.9,61.86,9.2,2.88,76.14,9.08,2.92,75.69,0.0,0.94,0.00,0.00,67.73,11.6,10.21,53.18,8.9,3.94,69.32,1.06,0.0,100.00,11.89,100.00,16.0,10.28,60.87,10.19,5.35,65.58,0.0,0.0,-,0.00,100.00,3.61,92.86,0.965,18552
45,"2008-10-11 - Hurricanes 4, Lightning 3",Tampa Bay Lightning,Limited ReportFull Report,36.133333333333,24.65,37.15,39.88,19.1,31.91,37.45,13.21,28.01,32.06,0.94,1.01,48.26,0.84,1.72,32.97,12.9,20.92,38.14,2.88,9.2,23.86,2.92,9.08,24.31,0.94,0.0,100.00,32.27,100.00,10.21,11.6,46.82,3.94,8.9,30.68,0.0,1.06,0.00,0.00,88.11,10.28,16.0,39.13,5.35,10.19,34.42,0.0,0.0,-,0.00,100.00,7.14,96.39,1.035,18552
46,"2008-10-11 - Stars 1, Predators 3",Dallas Stars,Limited ReportFull Report,38.4,27.7,39.61,41.15,24.26,28.84,45.68,13.57,20.57,39.74,1.01,0.94,51.74,1.26,1.91,39.69,11.02,17.02,39.30,4.01,6.92,36.70,0.99,5.99,14.20,0.0,0.94,0.00,0.00,84.28,6.9,10.24,40.27,3.06,4.99,38.04,0.0,0.0,-,0.00,100.00,15.9,17.93,47.01,8.2,7.45,52.40,0.94,0.0,100.00,11.44,100.00,7.45,95.41,1.0290000000000001,17113
47,"2008-10-11 - Stars 1, Predators 3",Nashville Predators,Limited ReportFull Report,38.4,39.61,27.7,58.85,28.84,24.26,54.32,20.57,13.57,60.26,0.94,1.01,48.26,1.91,1.26,60.31,17.02,11.02,60.70,6.92,4.01,63.30,5.99,0.99,85.80,0.94,0.0,100.00,15.72,100.00,10.24,6.9,59.73,4.99,3.06,61.96,0.0,0.0,-,0.00,100.00,17.93,15.9,52.99,7.45,8.2,47.60,0.0,0.94,0.00,0.00,88.56,4.59,92.55,0.971,17113
48,"2008-10-11 - Bruins 3, Wild 4",Boston Bruins,Limited ReportFull Report,47.866666666667,46.87,35.47,56.93,38.5,30.82,55.54,27.86,21.37,56.6,3.08,1.97,60.90,1.88,1.64,53.40,18.39,17.87,50.71,5.95,9.64,38.15,4.92,6.77,42.08,1.02,0.99,50.81,20.79,85.37,12.15,8.27,59.49,5.88,8.08,42.14,2.08,0.98,67.99,35.26,87.91,27.31,17.16,61.42,16.69,6.36,72.41,0.0,0.0,-,0.00,100.00,11.04,90.76,1.018,18568
