,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
12,"2007-10-04 - Panthers 2, Rangers 5",Florida Panthers,Limited ReportFull Report,47.133333333333,48.52,37.19,56.61,37.32,32.44,53.5,27.2,19.64,58.07,2.07,4.79,30.17,3.28,2.09,61.08,27.62,22.34,55.28,18.8,9.46,66.53,12.41,3.79,76.62,2.07,2.8,42.48,16.67,26.04,8.89,12.97,40.66,6.14,7.94,43.59,0.0,1.92,0.00,0.00,75.84,15.77,12.36,56.07,7.9,7.8,50.31,0.0,0.0,-,0.00,100.00,7.6,75.64,0.8320000000000001,18200
13,"2007-10-04 - Panthers 2, Rangers 5",New York Rangers,Limited ReportFull Report,47.133333333333,37.19,48.52,43.39,32.44,37.32,46.5,19.64,27.2,41.93,4.79,2.07,69.83,2.09,3.28,38.92,22.34,27.62,44.72,9.46,18.8,33.47,3.79,12.41,23.38,2.8,2.07,57.52,73.96,83.33,12.97,8.89,59.34,7.94,6.14,56.41,1.92,0.0,100.00,24.16,100.00,12.36,15.77,43.93,7.8,7.9,49.69,0.0,0.0,-,0.00,100.00,24.36,92.4,1.168,18200
14,"2007-10-04 - Maple Leafs 2, Senators 3",Ottawa Senators,Limited ReportFull Report,32.616666666667,27.33,47.36,36.59,21.17,33.88,38.45,16.09,25.78,38.43,0.94,1.01,48.19,1.4,1.86,43.04,17.69,28.5,38.30,9.74,4.06,70.58,7.9,4.01,66.32,0.0,1.04,0.00,0.00,74.18,7.96,24.08,24.84,0.97,11.16,8.01,0.0,0.0,-,0.00,100.00,8.16,14.79,35.57,7.17,9.72,42.47,0.95,0.0,100.00,13.19,100.00,5.86,96.07,1.0190000000000001,19857
15,"2007-10-04 - Maple Leafs 2, Senators 3",Toronto Maple Leafs,Limited ReportFull Report,32.616666666667,47.36,27.33,63.41,33.88,21.17,61.55,25.78,16.09,61.57,1.01,0.94,51.81,1.86,1.4,56.96,28.5,17.69,61.70,4.06,9.74,29.42,4.01,7.9,33.68,1.04,0.0,100.00,25.82,100.00,24.08,7.96,75.16,11.16,0.97,91.99,0.0,0.0,-,0.00,100.00,14.79,8.16,64.43,9.72,7.17,57.53,0.0,0.95,0.00,0.00,86.81,3.93,94.14,0.981,19857
16,"2007-10-04 - Devils 1, Lightning 3",New Jersey Devils,Limited ReportFull Report,45.116666666667,42.37,28.11,60.12,30.83,24.5,55.73,19.12,16.98,52.96,0.0,1.87,0.00,1.25,1.15,52.15,21.34,15.95,57.23,3.17,7.32,30.22,2.09,6.44,24.47,0.0,0.0,-,0.00,100.00,18.2,8.61,67.89,8.44,4.81,63.69,0.0,0.95,0.00,0.00,80.31,20.07,11.12,64.35,8.55,5.57,60.56,0.0,0.89,0.00,0.00,84.03,0.0,89.0,0.89,19454
17,"2007-10-04 - Devils 1, Lightning 3",Tampa Bay Lightning,Limited ReportFull Report,45.116666666667,28.11,42.37,39.88,24.5,30.83,44.27,16.98,19.12,47.04,1.87,0.0,100.00,1.15,1.25,47.85,15.95,21.34,42.77,7.32,3.17,69.78,6.44,2.09,75.53,0.0,0.0,-,0.00,100.00,8.61,18.2,32.11,4.81,8.44,36.31,0.95,0.0,100.00,19.69,100.00,11.12,20.07,35.65,5.57,8.55,39.44,0.89,0.0,100.00,15.97,100.00,11.0,100.0,1.11,19454
18,"2007-10-04 - Avalanche 0, Predators 4",Colorado Avalanche,Limited ReportFull Report,46.333333333332995,44.4,48.33,47.88,36.19,35.37,50.57,30.79,24.46,55.74,0.0,2.97,0.00,2.27,1.8,55.77,24.08,22.01,52.24,10.85,7.13,60.35,8.77,6.17,58.68,0.0,0.99,0.00,0.00,83.96,13.01,15.29,45.97,10.65,4.17,71.86,0.0,0.98,0.00,0.00,76.59,20.31,22.09,47.9,11.39,14.37,44.22,0.0,1.06,0.00,0.00,92.62,0.0,87.86,0.879,16363
19,"2007-10-04 - Avalanche 0, Predators 4",Nashville Predators,Limited ReportFull Report,46.333333333332995,48.33,44.4,52.12,35.37,36.19,49.43,24.46,30.79,44.26,2.97,0.0,100.00,1.8,2.27,44.23,22.01,24.08,47.76,7.13,10.85,39.65,6.17,8.77,41.32,0.99,0.0,100.00,16.04,100.00,15.29,13.01,54.03,4.17,10.65,28.14,0.98,0.0,100.00,23.41,100.00,22.09,20.31,52.1,14.37,11.39,55.78,1.06,0.0,100.00,7.38,100.00,12.14,100.0,1.121,16363
20,"2007-10-04 - Blackhawks 0, Wild 1",Chicago Blackhawks,Limited ReportFull Report,42.966666666667,25.77,37.27,40.87,19.9,25.67,43.67,14.01,20.51,40.59,0.0,0.94,0.00,0.7,1.62,30.25,7.23,17.98,28.69,1.07,9.91,9.71,1.05,7.0,13.09,0.0,0.94,0.00,0.00,86.55,6.09,8.13,42.83,5.12,7.95,39.16,0.0,0.0,-,0.00,100.00,15.49,12.6,55.14,7.66,5.29,59.13,0.0,0.0,-,0.00,100.00,0.0,95.4,0.9540000000000001,18
21,"2007-10-04 - Blackhawks 0, Wild 1",Minnesota Wild,Limited ReportFull Report,42.966666666667,37.27,25.77,59.13,25.67,19.9,56.33,20.51,14.01,59.41,0.94,0.0,100.00,1.62,0.7,69.75,17.98,7.23,71.31,9.91,1.07,90.29,7.0,1.05,86.91,0.94,0.0,100.00,13.45,100.00,8.13,6.09,57.17,7.95,5.12,60.84,0.0,0.0,-,0.00,100.00,12.6,15.49,44.86,5.29,7.66,40.87,0.0,0.0,-,0.00,100.00,4.6,100.0,1.046,18
22,"2007-10-04 - Flyers 3, Flames 2",Calgary Flames,Limited ReportFull Report,42.65,36.01,33.35,51.92,22.25,26.32,45.81,9.95,20.65,32.52,0.0,2.11,0.00,1.09,1.23,46.99,13.4,14.15,48.62,2.62,6.57,28.51,0.89,5.43,14.05,0.0,2.12,0.00,0.00,60.98,10.61,7.69,57.97,5.49,5.34,50.70,0.0,0.0,-,0.00,100.00,18.52,13.42,57.97,3.68,7.72,32.29,0.0,0.0,-,0.00,100.00,0.0,89.77,0.898,19289
23,"2007-10-04 - Flyers 3, Flames 2",Philadelphia Flyers,Limited ReportFull Report,42.65,33.35,36.01,48.08,26.32,22.25,54.19,20.65,9.95,67.48,2.11,0.0,100.00,1.23,1.09,53.01,14.15,13.4,51.38,6.57,2.62,71.49,5.43,0.89,85.95,2.12,0.0,100.00,39.02,100.00,7.69,10.61,42.03,5.34,5.49,49.30,0.0,0.0,-,0.00,100.00,13.42,18.52,42.03,7.72,3.68,67.71,0.0,0.0,-,0.00,100.00,10.23,100.0,1.102,19289
24,"2007-10-04 - Sharks 2, Oilers 3",Edmonton Oilers,Limited ReportFull Report,36.816666666667,29.63,31.48,48.49,23.63,22.87,50.82,18.78,17.88,51.23,1.87,1.06,63.87,1.53,1.05,59.34,12.47,14.2,46.76,5.62,5.14,52.23,4.73,4.03,54.03,1.86,1.06,63.72,39.28,73.72,6.88,8.96,43.41,4.91,3.06,61.60,0.0,0.0,-,0.00,100.00,15.09,17.54,46.25,9.15,10.61,46.3,0.0,0.0,-,0.00,100.00,9.94,94.09,1.04,16839
25,"2007-10-04 - Sharks 2, Oilers 3",San Jose Sharks,Limited ReportFull Report,36.816666666667,31.48,29.63,51.51,22.87,23.63,49.18,17.88,18.78,48.77,1.06,1.87,36.13,1.05,1.53,40.66,14.2,12.47,53.24,5.14,5.62,47.77,4.03,4.73,45.97,1.06,1.86,36.28,26.28,60.72,8.96,6.88,56.59,3.06,4.91,38.40,0.0,0.0,-,0.00,100.00,17.54,15.09,53.75,10.61,9.15,53.7,0.0,0.0,-,0.00,100.00,5.91,90.06,0.96,16839
26,"2007-10-04 - Blues 2, Coyotes 3",Phoenix Coyotes,Limited ReportFull Report,44.716666666667,45.15,33.66,57.29,38.96,23.97,61.91,28.04,20.0,58.37,2.92,1.0,74.39,2.85,1.31,68.44,24.41,12.12,66.83,14.36,5.1,73.79,13.51,4.05,76.94,1.91,1.02,65.09,14.10,74.76,10.0,6.93,59.04,5.96,4.03,59.69,0.94,0.0,100.00,15.80,100.00,17.26,13.98,55.24,7.27,7.93,47.82,0.0,0.0,-,0.00,100.00,10.41,94.98,1.054,17799
27,"2007-10-04 - Blues 2, Coyotes 3",St Louis Blues,Limited ReportFull Report,44.716666666667,33.66,45.15,42.71,23.97,38.96,38.09,20.0,28.04,41.63,1.0,2.92,25.61,1.31,2.85,31.56,12.12,24.41,33.17,5.1,14.36,26.21,4.05,13.51,23.06,1.02,1.91,34.91,25.24,85.90,6.93,10.0,40.96,4.03,5.96,40.31,0.0,0.94,0.00,0.00,84.20,13.98,17.26,44.76,7.93,7.27,52.18,0.0,0.0,-,0.00,100.00,5.02,89.59,0.946,17799
28,"2007-10-05 - Penguins 1, Hurricanes 4",Carolina Hurricanes,Limited ReportFull Report,42.316666666667,46.94,37.12,55.84,33.1,28.82,53.46,22.17,21.48,50.8,2.92,0.0,100.00,1.76,2.26,43.68,18.8,24.89,43.03,10.23,15.78,39.33,6.21,10.73,36.64,1.95,0.0,100.00,31.49,100.00,8.61,9.13,48.53,3.06,4.73,39.26,0.95,0.0,100.00,31.00,100.00,23.09,11.68,66.41,12.09,6.29,65.78,0.0,0.0,-,0.00,100.00,13.16,100.0,1.1320000000000001,17816
29,"2007-10-05 - Penguins 1, Hurricanes 4",Pittsburgh Penguins,Limited ReportFull Report,42.316666666667,37.12,46.94,44.16,28.82,33.1,46.54,21.48,22.17,49.2,0.0,2.92,0.00,2.26,1.76,56.32,24.89,18.8,56.97,15.78,10.23,60.67,10.73,6.21,63.36,0.0,1.95,0.00,0.00,68.51,9.13,8.61,51.47,4.73,3.06,60.74,0.0,0.95,0.00,0.00,69.00,11.68,23.09,33.59,6.29,12.09,34.22,0.0,0.0,-,0.00,100.00,0.0,86.84,0.868,17816
30,"2007-10-05 - Ducks 0, Blue Jackets 4",Anaheim Ducks,Limited ReportFull Report,31.85,19.88,28.66,40.95,14.82,21.96,40.28,10.19,18.86,35.07,0.0,0.94,0.00,1.05,1.2,46.76,11.52,15.2,43.11,5.91,7.86,42.91,3.87,7.97,32.72,0.0,0.94,0.00,0.00,88.18,5.52,7.42,42.66,2.92,5.13,36.31,0.0,0.0,-,0.00,100.00,6.23,7.48,45.46,2.58,4.38,37.03,0.0,0.0,-,0.00,100.00,0.0,95.0,0.95,17852
31,"2007-10-05 - Ducks 0, Blue Jackets 4",Columbus Blue Jackets,Limited ReportFull Report,31.85,28.66,19.88,59.05,21.96,14.82,59.72,18.86,10.19,64.93,0.94,0.0,100.00,1.2,1.05,53.24,15.2,11.52,56.89,7.86,5.91,57.09,7.97,3.87,67.28,0.94,0.0,100.00,11.82,100.00,7.42,5.52,57.34,5.13,2.92,63.69,0.0,0.0,-,0.00,100.00,7.48,6.23,54.54,4.38,2.58,62.97,0.0,0.0,-,0.00,100.00,5.0,100.0,1.05,17852
32,"2007-10-05 - Islanders 6, Sabres 4",Buffalo Sabres,Limited ReportFull Report,49.383333333333,29.63,41.97,41.38,23.03,35.76,39.17,17.33,28.24,38.03,3.73,2.11,63.87,1.31,1.95,40.14,17.17,22.25,43.56,1.82,6.33,22.31,1.83,6.26,22.64,0.0,1.06,0.00,0.00,83.09,15.49,15.97,49.23,11.6,12.56,48.03,3.82,1.05,78.40,32.89,91.62,12.19,18.92,39.19,3.81,9.53,28.54,0.0,0.0,-,0.00,100.00,21.55,92.52,1.141,18690
33,"2007-10-05 - Islanders 6, Sabres 4",New York Islanders,Limited ReportFull Report,49.383333333333,41.97,29.63,58.62,35.76,23.03,60.83,28.24,17.33,61.97,2.11,3.73,36.13,1.95,1.31,59.86,22.25,17.17,56.44,6.33,1.82,77.69,6.26,1.83,77.36,1.06,0.0,100.00,16.91,100.00,15.97,15.49,50.77,12.56,11.6,51.97,1.05,3.82,21.60,8.38,67.11,18.92,12.19,60.81,9.53,3.81,71.46,0.0,0.0,-,0.00,100.00,7.48,78.45,0.8590000000000001,18690
34,"2007-10-05 - Capitals 3, Thrashers 1",Atlanta Thrashers,Limited ReportFull Report,39.116666666667,25.64,51.3,33.33,20.58,37.55,35.4,16.25,31.85,33.78,0.95,2.15,30.65,1.35,1.45,48.23,10.74,16.75,39.08,7.11,4.46,61.47,6.27,4.45,58.49,0.93,0.0,100.00,14.82,100.00,3.51,12.53,21.88,2.78,9.85,21.99,0.0,0.0,-,0.00,100.00,14.19,28.77,33.02,6.98,16.43,29.8,0.0,2.22,0.00,0.00,86.48,5.85,93.24,0.991,18707
35,"2007-10-05 - Capitals 3, Thrashers 1",Washington Capitals,Limited ReportFull Report,39.116666666667,51.3,25.64,66.67,37.55,20.58,64.6,31.85,16.25,66.22,2.15,0.95,69.35,1.45,1.35,51.77,16.75,10.74,60.92,4.46,7.11,38.53,4.45,6.27,41.51,0.0,0.93,0.00,0.00,85.18,12.53,3.51,78.12,9.85,2.78,78.01,0.0,0.0,-,0.00,100.00,28.77,14.19,66.98,16.43,6.98,70.2,2.22,0.0,100.00,13.52,100.00,6.76,94.15,1.0090000000000001,18707
36,"2007-10-05 - Bruins 1, Stars 4",Boston Bruins,Limited ReportFull Report,46.25,38.97,34.64,52.94,32.16,23.05,58.25,15.26,14.6,51.11,0.0,2.92,0.00,1.29,0.58,68.78,19.33,7.07,73.20,1.98,1.0,66.47,0.97,1.01,49.14,0.0,0.99,0.00,0.00,1.87,16.79,6.24,72.91,7.85,4.03,66.07,0.0,1.92,0.00,0.00,52.22,18.46,24.33,43.15,5.3,8.72,37.81,0.0,0.0,-,0.00,100.00,0.0,80.01,0.8,18532
37,"2007-10-05 - Bruins 1, Stars 4",Dallas Stars,Limited ReportFull Report,46.25,34.64,38.97,47.06,23.05,32.16,41.75,14.6,15.26,48.89,2.92,0.0,100.00,0.58,1.29,31.22,7.07,19.33,26.80,1.0,1.98,33.53,1.01,0.97,50.86,0.99,0.0,100.00,98.13,100.00,6.24,16.79,27.09,4.03,7.85,33.93,1.92,0.0,100.00,47.78,100.00,24.33,18.46,56.85,8.72,5.3,62.19,0.0,0.0,-,0.00,100.00,19.99,100.0,1.2,18532
38,"2007-10-05 - Sharks 3, Canucks 1",San Jose Sharks,Limited ReportFull Report,36.733333333333,35.63,26.76,57.11,27.15,15.18,64.13,22.6,11.81,65.68,3.18,0.92,77.62,1.79,0.96,65.09,19.33,11.93,61.83,9.14,4.98,64.72,6.91,3.26,67.93,1.06,0.91,53.83,15.33,72.16,10.44,6.79,60.58,6.63,2.64,71.51,2.01,0.0,100.00,30.35,100.00,11.48,6.55,63.67,9.15,5.77,61.3,0.0,0.0,-,0.00,100.00,14.08,92.24,1.063,18630
39,"2007-10-05 - Sharks 3, Canucks 1",Vancouver Canucks,Limited ReportFull Report,36.733333333333,26.76,35.63,42.89,15.18,27.15,35.87,11.81,22.6,34.32,0.92,3.18,22.38,0.96,1.79,34.91,11.93,19.33,38.17,4.98,9.14,35.28,3.26,6.91,32.07,0.91,1.06,46.17,27.84,84.67,6.79,10.44,39.42,2.64,6.63,28.49,0.0,2.01,0.00,0.00,69.65,6.55,11.48,36.33,5.77,9.15,38.7,0.0,0.0,-,0.00,100.00,7.76,85.92,0.937,18630
40,"2007-10-06 - Flyers 3, Oilers 5",Edmonton Oilers,Limited ReportFull Report,52.716666666667,53.14,47.02,53.05,40.22,38.48,51.11,30.51,23.02,57.0,3.75,2.02,64.99,2.05,1.97,50.95,29.87,21.65,57.97,5.62,5.24,51.73,4.73,4.09,53.66,0.92,2.02,31.24,19.39,50.57,24.55,16.2,60.24,16.62,9.21,64.35,2.84,0.0,100.00,17.12,100.00,20.86,20.79,50.08,9.06,9.59,48.57,0.0,0.0,-,0.00,100.00,12.31,91.21,1.035,16839
41,"2007-10-06 - Flyers 3, Oilers 5",Philadelphia Flyers,Limited ReportFull Report,52.716666666667,47.02,53.14,46.95,38.48,40.22,48.89,23.02,30.51,43.0,2.02,3.75,35.01,1.97,2.05,49.05,21.65,29.87,42.03,5.24,5.62,48.27,4.09,4.73,46.34,2.02,0.92,68.76,49.43,80.61,16.2,24.55,39.76,9.21,16.62,35.65,0.0,2.84,0.00,0.00,82.88,20.79,20.86,49.92,9.59,9.06,51.43,0.0,0.0,-,0.00,100.00,8.79,87.69,0.965,16839
42,"2007-10-06 - Canadiens 3, Maple Leafs 4",Montreal Canadiens,Limited ReportFull Report,44.01666666666701,38.7,42.81,47.48,25.1,34.64,42.02,17.67,23.33,43.09,2.13,2.8,43.25,1.49,1.38,52.03,22.3,25.02,47.12,8.63,3.74,69.76,6.38,0.0,100.00,1.06,0.0,100.00,16.58,-,13.7,21.22,39.23,3.13,12.26,20.33,1.04,2.95,26.06,33.22,75.94,14.5,15.92,47.67,7.18,10.36,40.95,0.0,0.0,-,0.00,100.00,12.07,88.01,1.001,0
43,"2007-10-06 - Canadiens 3, Maple Leafs 4",Toronto Maple Leafs,Limited ReportFull Report,44.01666666666701,42.81,38.7,52.52,34.64,25.1,57.98,23.33,17.67,56.91,2.8,2.13,56.75,1.38,1.49,47.97,25.02,22.3,52.88,3.74,8.63,30.24,0.0,6.38,0.00,0.0,1.06,0.00,-,83.42,21.22,13.7,60.77,12.26,3.13,79.67,2.95,1.04,73.94,24.06,66.78,15.92,14.5,52.33,10.36,7.18,59.05,0.0,0.0,-,0.00,100.00,11.99,87.93,0.9990000000000001,0
44,"2007-10-06 - Rangers 0, Senators 2",New York Rangers,Limited ReportFull Report,44.23333333333299,45.75,46.88,49.39,33.78,36.32,48.19,26.25,26.66,49.61,0.0,0.99,0.00,1.49,2.16,40.88,18.32,22.72,44.64,6.92,12.11,36.37,4.87,10.22,32.28,0.0,0.99,0.00,0.00,90.32,11.1,10.75,50.78,5.85,5.13,53.27,0.0,0.0,-,0.00,100.00,28.14,20.99,57.28,15.04,11.32,57.05,0.0,0.0,-,0.00,100.00,0.0,96.29,0.963,19336
45,"2007-10-06 - Rangers 0, Senators 2",Ottawa Senators,Limited ReportFull Report,44.23333333333299,46.88,45.75,50.61,36.32,33.78,51.81,26.66,26.25,50.39,0.99,0.0,100.00,2.16,1.49,59.12,22.72,18.32,55.36,12.11,6.92,63.63,10.22,4.87,67.72,0.99,0.0,100.00,9.68,100.00,10.75,11.1,49.22,5.13,5.85,46.73,0.0,0.0,-,0.00,100.00,20.99,28.14,42.72,11.32,15.04,42.95,0.0,0.0,-,0.00,100.00,3.71,100.0,1.037,19336
46,"2007-10-06 - Sabres 2, Islanders 3",Buffalo Sabres,Limited ReportFull Report,33.966666666666995,37.26,25.68,59.2,29.67,21.63,57.84,21.52,15.71,57.81,1.01,1.93,34.43,2.37,1.26,65.28,21.45,15.4,58.20,10.17,6.62,60.59,8.01,5.8,57.98,1.04,0.94,52.38,12.94,83.77,11.26,8.81,56.12,4.09,4.82,45.88,0.0,0.94,0.00,0.00,80.47,15.38,9.98,60.65,9.32,4.99,65.12,0.0,0.0,-,0.00,100.00,4.71,87.7,0.924,16234
47,"2007-10-06 - Sabres 2, Islanders 3",New York Islanders,Limited ReportFull Report,33.966666666666995,25.68,37.26,40.8,21.63,29.67,42.16,15.71,21.52,42.19,1.93,1.01,65.57,1.26,2.37,34.72,15.4,21.45,41.80,6.62,10.17,39.41,5.8,8.01,42.02,0.94,1.04,47.62,16.23,87.06,8.81,11.26,43.88,4.82,4.09,54.12,0.94,0.0,100.00,19.53,100.00,9.98,15.38,39.35,4.99,9.32,34.88,0.0,0.0,-,0.00,100.00,12.3,95.29,1.0759999999999998,16234
48,"2007-10-06 - Hurricanes 0, Capitals 2",Carolina Hurricanes,Limited ReportFull Report,43.833333333332995,30.53,47.26,39.25,19.9,38.23,34.23,13.16,27.96,32.01,0.0,0.94,0.00,0.86,2.26,27.58,17.53,28.93,37.72,2.97,8.94,24.92,2.92,7.0,29.45,0.0,0.0,-,0.00,100.00,14.09,20.31,40.96,2.92,11.98,19.62,0.0,0.95,0.00,0.00,92.09,13.77,17.38,44.2,7.14,8.86,44.64,0.0,0.0,-,0.00,100.00,0.0,96.62,0.966,16741
